study,stage,model,task,method,placement,rank,bias,n,mean,reused,paired_five_seed_complete,seed_scores,source
boundary_lora_closure_20260922,confirmation,qwen3_8b_base,wikisql,affine,u,16,False,5,84.375,0,True,"{""207100"": 84.5703125, ""207101"": 85.546875, ""207102"": 84.1796875, ""207103"": 83.88671875, ""207104"": 83.69140625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_8b_base,cluener,vocab,u,1,False,5,70.89934590255389,0,True,"{""206100"": 70.87787495950761, ""206101"": 70.95720352825874, ""206102"": 71.10528041980977, ""206103"": 70.77974930815563, ""206104"": 70.77662129703764}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,prior_h_baseline,llama31_8b_base,wikisql,none,none,0,False,5,80.72265625,0,True,"{""7300"": 80.6640625, ""7301"": 80.46875, ""7302"": 80.859375, ""7303"": 80.17578125, ""7304"": 81.4453125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_15b_base,wikisql,vocab,shared,1,False,5,72.5390625,0,True,"{""207100"": 72.4609375, ""207101"": 72.36328125, ""207102"": 71.19140625, ""207103"": 73.14453125, ""207104"": 73.53515625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_8b_base,cluener,none,none,0,False,5,70.52850246673992,0,True,"{""206100"": 70.3307392996109, ""206101"": 70.57667103538664, ""206102"": 70.67718606180145, ""206103"": 70.88359960873818, ""206104"": 70.17431632816248}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,llama31_8b_base,cluener,vocab,u,1,False,5,70.6253888204549,0,True,"{""206100"": 70.45305318450427, ""206101"": 70.84009082062926, ""206102"": 70.59015857446461, ""206103"": 70.13537758930028, ""206104"": 71.10826393337604}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_8b_base,wikisql,none,none,0,False,5,83.33984375,0,True,"{""207100"": 82.8125, ""207101"": 83.7890625, ""207102"": 83.0078125, ""207103"": 83.69140625, ""207104"": 83.3984375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,llama31_8b_base,wikisql,vocab,u,1,False,5,81.796875,0,True,"{""207100"": 82.2265625, ""207101"": 82.32421875, ""207102"": 81.0546875, ""207103"": 81.8359375, ""207104"": 81.54296875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_06b_base,wikisql,none,none,0,False,5,70.234375,0,True,"{""207100"": 70.3125, ""207101"": 69.82421875, ""207102"": 70.21484375, ""207103"": 69.43359375, ""207104"": 71.38671875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,llama31_8b_base,wikisql,affine,u,16,False,5,81.2890625,0,True,"{""207100"": 80.56640625, ""207101"": 81.640625, ""207102"": 81.4453125, ""207103"": 81.25, ""207104"": 81.54296875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,prior_h_baseline,qwen3_8b_base,cluener,none,none,0,False,5,70.40351675075533,0,True,"{""6300"": 70.15344002639829, ""6301"": 71.30463250941234, ""6302"": 70.37999350438454, ""6303"": 70.09573259776083, ""6304"": 70.0837851158206}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,llama31_8b_base,wikisql,none,none,0,False,5,81.23046875,0,True,"{""207100"": 81.4453125, ""207101"": 81.640625, ""207102"": 80.76171875, ""207103"": 81.73828125, ""207104"": 80.56640625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,prior_h_baseline,qwen3_8b_base,wikisql,none,none,0,False,5,83.41796875,0,True,"{""7300"": 83.69140625, ""7301"": 82.91015625, ""7302"": 83.88671875, ""7303"": 83.49609375, ""7304"": 83.10546875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,prior_h_baseline,qwen25_7b_base,wikisql,none,none,0,False,5,81.5234375,0,True,"{""7300"": 80.6640625, ""7301"": 81.34765625, ""7302"": 81.73828125, ""7303"": 81.640625, ""7304"": 82.2265625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,prior_h_baseline,qwen3_4b_base,cluener,none,none,0,False,5,68.29255823697775,0,True,"{""6300"": 68.44796305459343, ""6301"": 68.00065606035756, ""6302"": 68.703038222803, ""6303"": 68.44816484224083, ""6304"": 67.86296900489397}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_7b_base,wikisql,affine,u,16,False,5,82.48046875,0,True,"{""207100"": 82.6171875, ""207101"": 83.0078125, ""207102"": 82.421875, ""207103"": 82.12890625, ""207104"": 82.2265625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_15b_base,cluener,vocab,shared,1,False,5,61.82268820922582,0,True,"{""206100"": 62.5, ""206101"": 62.808863382751476, ""206102"": 61.38296165570351, ""206103"": 61.636060100166944, ""206104"": 60.785555907507124}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_06b_base,wikisql,affine,shared,16,True,5,72.75390625,0,True,"{""207100"": 73.92578125, ""207101"": 72.8515625, ""207102"": 72.75390625, ""207103"": 71.875, ""207104"": 72.36328125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_06b_base,cluener,affine,shared,16,True,5,63.25807065415611,0,True,"{""206100"": 63.11197285506544, ""206101"": 63.474387527839646, ""206102"": 62.44387427838358, ""206103"": 64.00133266699983, ""206104"": 63.25878594249201}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_15b_base,cluener,none,none,0,False,5,58.82223425839301,0,True,"{""206100"": 58.799105717023316, ""206101"": 59.17140536149472, ""206102"": 58.44632317754028, ""206103"": 58.627648839556, ""206104"": 59.06668819635072}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,llama31_8b_base,cluener,affine,u,16,False,5,71.54817462309268,0,True,"{""206100"": 71.25, ""206101"": 72.02216066481995, ""206102"": 71.37740149788343, ""206103"": 71.35810588622164, ""206104"": 71.7332050665384}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_7b_base,wikisql,vocab,u,1,False,5,82.4609375,0,True,"{""207100"": 82.6171875, ""207101"": 82.8125, ""207102"": 81.8359375, ""207103"": 82.32421875, ""207104"": 82.71484375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_06b_base,wikisql,vocab,shared,1,False,5,71.30859375,0,True,"{""207100"": 70.80078125, ""207101"": 71.2890625, ""207102"": 70.3125, ""207103"": 71.58203125, ""207104"": 72.55859375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_8b_base,cluener,affine,u,16,False,5,71.96759631382477,0,True,"{""206100"": 71.85354691075514, ""206101"": 71.39847674607033, ""206102"": 71.99738903394255, ""206103"": 72.39921976592979, ""206104"": 72.18934911242603}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_7b_base,cluener,affine,u,16,False,5,70.40970696500865,0,True,"{""206100"": 70.78229626000326, ""206101"": 69.92263056092844, ""206102"": 69.7765454248899, ""206103"": 71.0483075911929, ""206104"": 70.51875498802873}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_15b_base,wikisql,affine,shared,16,True,5,73.45703125,0,True,"{""207100"": 71.97265625, ""207101"": 74.31640625, ""207102"": 74.12109375, ""207103"": 73.14453125, ""207104"": 73.73046875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,prior_h_baseline,llama31_8b_base,cluener,none,none,0,False,5,70.58507176317886,0,True,"{""6300"": 69.88108812510181, ""6301"": 71.40284825667048, ""6302"": 70.20061980101126, ""6303"": 70.94899935442221, ""6304"": 70.49180327868852}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_15b_base,cluener,affine,shared,16,True,5,64.15232053942785,0,True,"{""206100"": 62.90296712109062, ""206101"": 64.32081153907117, ""206102"": 63.95274584929757, ""206103"": 65.83932070542129, ""206104"": 63.74575748225856}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen3_06b_base,cluener,none,none,0,False,5,61.734320637363815,0,True,"{""206100"": 61.86031541680077, ""206101"": 61.78731582319026, ""206102"": 61.636245110821385, ""206103"": 62.28799467908214, ""206104"": 61.09973215692453}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_7b_base,cluener,vocab,u,1,False,5,69.74589368501381,0,True,"{""206100"": 69.32335718932987, ""206101"": 69.66364812419147, ""206102"": 69.7887669887015, ""206103"": 70.50925167840184, ""206104"": 69.44444444444444}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
boundary_lora_closure_20260922,confirmation,qwen25_7b_base,wikisql,none,none,0,False,5,81.9140625,0,True,"{""207100"": 81.54296875, ""207101"": 82.6171875, ""207102"": 81.0546875, ""207103"": 81.93359375, ""207104"": 82.421875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/boundary_lora_closure_20260922/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,cluener,none,none,0,False,5,64.43525819533069,5,True,"{""6100"": 63.72990353697749, ""6101"": 65.12365250475587, ""6102"": 64.60063897763578, ""6103"": 64.246707356248, ""6104"": 64.47538860103627}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,wikisql,none,none,0,False,5,77.16796875,5,True,"{""7100"": 76.171875, ""7101"": 76.953125, ""7102"": 77.5390625, ""7103"": 77.05078125, ""7104"": 78.125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,cluener,affine,shared,8,True,5,61.921601746788895,5,True,"{""6100"": 61.059288537549406, ""6101"": 62.764947801328695, ""6102"": 62.35294117647059, ""6103"": 62.219286657859975, ""6104"": 61.21154456073581}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,cluener,affine,shared,16,True,5,62.44115076876882,5,True,"{""6100"": 61.21546961325967, ""6101"": 62.567353407290014, ""6102"": 62.654418751979726, ""6103"": 62.66534391534392, ""6104"": 63.10316815597076}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,cluener,affine,shared,32,True,5,62.69292329694093,5,True,"{""6100"": 61.88914910226386, ""6101"": 62.76697481670386, ""6102"": 62.68277177368086, ""6103"": 63.379355687048, ""6104"": 62.746365105008074}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,cluener,vocab,shared,1,False,5,61.19978235316754,5,True,"{""6100"": 61.79245283018868, ""6101"": 60.66275566830506, ""6102"": 62.65328874024526, ""6103"": 61.16951379763469, ""6104"": 59.720900729464006}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,cluener,vocab,shared,2,False,3,61.14793846538811,3,False,"{""6100"": 60.551615445232464, ""6101"": 60.59922680412371, ""6102"": 62.292973146808166}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,cluener,affine,shared,16,False,3,61.91757307471093,3,False,"{""6100"": 61.069433359936156, ""6101"": 62.233454430579684, ""6102"": 62.44983143361695}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_06b_base,cluener,none,none,0,False,5,61.734320637363815,5,True,"{""206100"": 61.86031541680077, ""206101"": 61.78731582319026, ""206102"": 61.636245110821385, ""206103"": 62.28799467908214, ""206104"": 61.09973215692453}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,wikisql,affine,shared,8,True,5,71.46484375,5,True,"{""7100"": 72.8515625, ""7101"": 71.2890625, ""7102"": 71.97265625, ""7103"": 70.80078125, ""7104"": 70.41015625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,wikisql,affine,shared,16,True,5,71.66015625,5,True,"{""7100"": 73.73046875, ""7101"": 70.8984375, ""7102"": 72.265625, ""7103"": 71.09375, ""7104"": 70.3125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,wikisql,affine,shared,32,True,5,71.93359375,5,True,"{""7100"": 72.75390625, ""7101"": 71.484375, ""7102"": 71.97265625, ""7103"": 71.6796875, ""7104"": 71.77734375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,wikisql,vocab,shared,1,False,5,70.56640625,5,True,"{""7100"": 71.97265625, ""7101"": 71.09375, ""7102"": 69.921875, ""7103"": 70.41015625, ""7104"": 69.43359375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,wikisql,vocab,shared,2,False,3,69.07552083333333,3,False,"{""7100"": 70.1171875, ""7101"": 68.84765625, ""7102"": 68.26171875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,wikisql,affine,shared,16,False,3,72.36328125,3,False,"{""7100"": 73.33984375, ""7101"": 71.2890625, ""7102"": 72.4609375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_06b_base,wikisql,none,none,0,False,5,70.234375,5,True,"{""207100"": 70.3125, ""207101"": 69.82421875, ""207102"": 70.21484375, ""207103"": 69.43359375, ""207104"": 71.38671875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,cluener,affine,shared,8,True,5,61.43313362673757,5,True,"{""6100"": 61.31805157593123, ""6101"": 62.10392902408112, ""6102"": 61.184735749640744, ""6103"": 61.112006446414185, ""6104"": 61.446945337620576}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,cluener,affine,shared,16,True,5,61.860517765123895,5,True,"{""6100"": 62.035132141161576, ""6101"": 62.13065005590161, ""6102"": 61.00459515132309, ""6103"": 62.31578947368421, ""6104"": 61.81642200354896}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,cluener,affine,shared,32,True,5,62.59827051911738,5,True,"{""6100"": 61.919504643962846, ""6101"": 62.843450479233226, ""6102"": 62.52164331811743, ""6103"": 62.6957223567393, ""6104"": 63.011031797534066}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,cluener,vocab,shared,1,False,5,61.82540196689198,5,True,"{""6100"": 62.281795511221944, ""6101"": 63.45627315187631, ""6102"": 60.6108813235762, ""6103"": 60.62331909507989, ""6104"": 62.15474075270554}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,cluener,vocab,shared,2,False,3,61.41121177349254,3,False,"{""6100"": 62.6144616356173, ""6101"": 61.23882503192848, ""6102"": 60.38034865293186}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,cluener,affine,shared,16,False,3,60.45137477633701,3,False,"{""6100"": 60.982980753936694, ""6101"": 60.422491456974214, ""6102"": 59.94865211810013}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_15b_base,cluener,none,none,0,False,5,58.82223425839301,5,True,"{""206100"": 58.799105717023316, ""206101"": 59.17140536149472, ""206102"": 58.44632317754028, ""206103"": 58.627648839556, ""206104"": 59.06668819635072}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,wikisql,affine,shared,8,True,5,72.40234375,5,True,"{""7100"": 72.94921875, ""7101"": 72.36328125, ""7102"": 71.2890625, ""7103"": 73.046875, ""7104"": 72.36328125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,wikisql,affine,shared,16,True,5,72.28515625,5,True,"{""7100"": 72.4609375, ""7101"": 72.94921875, ""7102"": 70.99609375, ""7103"": 73.33984375, ""7104"": 71.6796875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,wikisql,affine,shared,32,True,5,72.48046875,5,True,"{""7100"": 72.55859375, ""7101"": 72.94921875, ""7102"": 71.09375, ""7103"": 74.12109375, ""7104"": 71.6796875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,wikisql,vocab,shared,1,False,5,71.15234375,5,True,"{""7100"": 70.703125, ""7101"": 72.16796875, ""7102"": 70.703125, ""7103"": 71.2890625, ""7104"": 70.8984375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,wikisql,vocab,shared,2,False,3,70.41015625,3,False,"{""7100"": 70.41015625, ""7101"": 70.8984375, ""7102"": 69.921875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,wikisql,affine,shared,16,False,3,71.64713541666667,3,False,"{""7100"": 72.0703125, ""7101"": 71.6796875, ""7102"": 71.19140625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_15b_base,wikisql,none,none,0,False,5,70.56640625,5,True,"{""207100"": 71.19140625, ""207101"": 71.19140625, ""207102"": 69.3359375, ""207103"": 69.7265625, ""207104"": 71.38671875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,cluener,none,none,0,False,5,68.67958293043213,5,True,"{""6100"": 68.95551257253385, ""6101"": 68.3357406515808, ""6102"": 68.83870967741936, ""6103"": 68.42445810417341, ""6104"": 68.84349364645327}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,cluener,affine,shared,8,True,5,69.58914363195204,5,True,"{""6100"": 69.57361222847949, ""6101"": 69.71169420149012, ""6102"": 68.86990166048686, ""6103"": 70.06514657980456, ""6104"": 69.72536348949919}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,cluener,affine,shared,16,True,5,69.62725481730412,5,True,"{""6100"": 69.21962992759453, ""6101"": 69.54273711423494, ""6102"": 69.63418582065394, ""6103"": 69.7894565039987, ""6104"": 69.9502647200385}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,cluener,affine,shared,32,True,5,69.97175272234213,5,True,"{""6100"": 69.9273607748184, ""6101"": 69.97916332745632, ""6102"": 69.23323708694257, ""6103"": 70.18979057591623, ""6104"": 70.52921184657711}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,cluener,vocab,shared,1,False,5,69.4403962844941,5,True,"{""6100"": 69.12945711532284, ""6101"": 69.40519224449557, ""6102"": 69.02967121090617, ""6103"": 69.53985742060921, ""6104"": 70.09780343113677}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,cluener,vocab,shared,2,False,3,68.71582105742499,3,False,"{""6100"": 67.85714285714286, ""6101"": 69.2017702016063, ""6102"": 69.08855011352578}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,cluener,affine,shared,16,False,3,69.8845857627554,3,False,"{""6100"": 69.70233306516492, ""6101"": 70.04192196065786, ""6102"": 69.90950226244344}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,wikisql,none,none,0,False,5,80.9765625,5,True,"{""7100"": 81.4453125, ""7101"": 81.15234375, ""7102"": 80.2734375, ""7103"": 81.0546875, ""7104"": 80.95703125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,wikisql,affine,shared,8,True,5,81.8359375,5,True,"{""7100"": 82.12890625, ""7101"": 82.32421875, ""7102"": 80.6640625, ""7103"": 82.32421875, ""7104"": 81.73828125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,wikisql,affine,shared,16,True,5,82.1484375,5,True,"{""7100"": 81.73828125, ""7101"": 82.71484375, ""7102"": 81.93359375, ""7103"": 82.12890625, ""7104"": 82.2265625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,wikisql,affine,shared,32,True,5,82.1875,5,True,"{""7100"": 81.73828125, ""7101"": 83.203125, ""7102"": 81.54296875, ""7103"": 81.640625, ""7104"": 82.8125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,wikisql,vocab,shared,1,False,5,81.19140625,5,True,"{""7100"": 81.34765625, ""7101"": 80.76171875, ""7102"": 81.15234375, ""7103"": 81.0546875, ""7104"": 81.640625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,wikisql,vocab,shared,2,False,3,80.11067708333333,3,False,"{""7100"": 81.4453125, ""7101"": 79.8828125, ""7102"": 79.00390625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_4b_base,wikisql,affine,shared,16,False,3,82.12890625,3,False,"{""7100"": 82.6171875, ""7101"": 82.2265625, ""7102"": 81.54296875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_06b_base,cluener,vocab,shared,1,False,5,62.80099797547499,5,True,"{""206100"": 62.9903536977492, ""206101"": 62.993896562801154, ""206102"": 61.59831415140217, ""206103"": 64.08149852119618, ""206104"": 62.34092694422624}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_06b_base,cluener,affine,shared,16,True,5,63.2580706541561,5,True,"{""206100"": 63.11197285506544, ""206101"": 63.474387527839646, ""206102"": 62.44387427838358, ""206103"": 64.00133266699983, ""206104"": 63.25878594249201}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
